Ngày,Khu vực,Nhà Phân Phối,Sản phẩm, Doanh thu 
31-Aug-2019,Miền Trung,FPT,SP 08, 252.45 
08-Dec-2020,Miền Nam,Gà Excel,SP 04, 68.00 
07-Nov-2020,Miền Trung,VNPT,SP 09, 50.00 
06-Nov-2019,Miền Nam,Viettel,SP 10, 26.68 
30-Mar-2020,Miền Nam,FPT,SP 09, 73.88 
05-Nov-2020,Miền Bắc,Gà Excel,SP 09, 73.88 
16-Dec-2020,Miền Bắc,VNPT,SP 03, 49.50 
12-Nov-2020,Miền Trung,Viettel,SP 08, 136.32 
08-Nov-2020,Miền Nam,FPT,SP 06, 58.50 
16-Mar-2020,Miền Bắc,Gà Excel,SP 08, 89.05 
09-Dec-2019,Miền Bắc,VNPT,SP 10, 81.26 
21-Feb-2020,Miền Nam,Viettel,SP 01, 155.90 
04-Feb-2020,Miền Trung,FPT,SP 02, 38.90 
18-Nov-2019,Miền Trung,Gà Excel,SP 02, 19.95 
21-Jan-2019,Miền Trung,VNPT,SP 08, 44.52 
05-Dec-2020,Miền Trung,Viettel,SP 07, 70.50 
15-Dec-2019,Miền Bắc,FPT,SP 09, 100.00 
06-Dec-2020,Miền Bắc,Gà Excel,SP 07, 23.03 
02-Nov-2019,Miền Nam,VNPT,SP 09, 73.13 
28-Dec-2019,Miền Bắc,Viettel,SP 09, 25.00 
05-Dec-2019,Miền Nam,FPT,SP 09, 100.00 
24-Mar-2020,Miền Trung,Gà Excel,SP 09, 50.00 
08-Feb-2019,Miền Nam,VNPT,SP 04, 33.32 
16-Dec-2020,Miền Nam,Viettel,SP 08, 22.95 
06-Dec-2020,Miền Nam,FPT,SP 06, 58.80 
25-Jun-2020,Miền Bắc,Gà Excel,SP 03, 75.00 
05-Mar-2020,Miền Trung,VNPT,SP 04, 32.98 
08-Dec-2020,Miền Trung,Viettel,SP 03, 49.25 
16-Dec-2019,Miền Trung,FPT,SP 10, 82.50 
27-Dec-2019,Miền Trung,Gà Excel,SP 03, 48.50 
13-Nov-2020,Miền Nam,VNPT,SP 04, 133.96 
14-Nov-2019,Miền Trung,Viettel,SP 05, 44.75 
12-Dec-2020,Miền Nam,FPT,SP 08, 44.75 
25-Nov-2019,Miền Trung,Gà Excel,SP 05, 559.41 
22-Mar-2020,Miền Trung,VNPT,SP 10, 27.09 
08-Dec-2020,Miền Nam,Viettel,SP 02, 39.90 
22-Jul-2019,Miền Nam,FPT,SP 08, 44.75 
06-May-2019,Miền Nam,Gà Excel,SP 08, 45.90 
09-Aug-2019,Miền Nam,VNPT,SP 08, 68.85 
08-Nov-2020,Miền Trung,Viettel,SP 04, 680.00 
08-Dec-2019,Miền Trung,FPT,SP 10, 80.03 
02-Nov-2020,Miền Nam,Gà Excel,SP 05, 45.90 
09-May-2020,Miền Trung,VNPT,SP 02, 19.55 
12-Dec-2019,Miền Nam,Viettel,SP 04, 102.00 
06-Nov-2020,Miền Nam,FPT,SP 02, 19.45 
23-Sep-2019,Miền Trung,Gà Excel,SP 01, 79.15 
24-Feb-2019,Miền Trung,VNPT,SP 09, 25.00 
03-Dec-2020,Miền Bắc,Viettel,SP 07, 276.36 
26-Apr-2019,Miền Bắc,FPT,SP 09, 48.50 
13-Mar-2019,Miền Bắc,Gà Excel,SP 09, 100.00 
08-Nov-2019,Miền Trung,VNPT,SP 05, 22.95 
04-Nov-2019,Miền Trung,Viettel,SP 05, 45.44 
02-Jan-2019,Miền Nam,FPT,SP 04, 65.96 
04-Feb-2020,Miền Bắc,Gà Excel,SP 06, 30.00 
09-Nov-2019,Miền Nam,VNPT,SP 02, 139.65 
11-Nov-2019,Miền Trung,Viettel,SP 08, 45.90 
29-Dec-2020,Miền Bắc,FPT,SP 04, 66.30 
28-Dec-2019,Miền Bắc,Gà Excel,SP 05, 44.75 
17-Nov-2019,Miền Nam,VNPT,SP 02, 39.10 
26-Nov-2020,Miền Nam,Viettel,SP 05, 45.90 
04-Nov-2020,Miền Trung,FPT,SP 05, 22.95 
05-Dec-2020,Miền Nam,Gà Excel,SP 07, 22.91 
28-Nov-2019,Miền Trung,VNPT,SP 08, 91.80 
08-Nov-2019,Miền Bắc,Viettel,SP 06, 88.20 
09-Dec-2020,Miền Trung,FPT,SP 08, 67.82 
29-Dec-2019,Miền Bắc,Gà Excel,SP 08, 45.44 
11-Dec-2019,Miền Trung,VNPT,SP 04, 34.00 
06-Nov-2019,Miền Trung,Viettel,SP 09, 75.00 
07-Dec-2020,Miền Bắc,FPT,SP 10, 27.50 
20-Jan-2019,Miền Nam,Gà Excel,SP 02, 19.75 
29-Dec-2019,Miền Trung,VNPT,SP 06, 59.10 
20-Nov-2020,Miền Bắc,Viettel,SP 05, 67.47 
23-Dec-2019,Miền Bắc,FPT,SP 08, 22.26 
25-Nov-2019,Miền Nam,Gà Excel,SP 04, 66.64 
16-May-2020,Miền Bắc,VNPT,SP 08, 68.85 
27-Nov-2019,Miền Nam,Viettel,SP 03, 49.25 
22-Sep-2020,Miền Trung,FPT,SP 01, 239.85 
20-May-2019,Miền Trung,Gà Excel,SP 01, 79.15 
27-Dec-2019,Miền Bắc,VNPT,SP 05, 527.85 
12-Dec-2019,Miền Trung,Viettel,SP 07, 47.00 
07-Dec-2019,Miền Nam,FPT,SP 03, 50.00 
12-Nov-2019,Miền Nam,Gà Excel,SP 08, 22.95 
19-Dec-2019,Miền Nam,VNPT,SP 05, 68.85 
08-Nov-2020,Miền Trung,Viettel,SP 07, 68.39 
16-Dec-2020,Miền Trung,FPT,SP 06, 30.00 
04-Nov-2019,Miền Bắc,Gà Excel,SP 04, 799.68 
10-Nov-2020,Miền Bắc,VNPT,SP 06, 29.55 
24-Nov-2019,Miền Nam,Viettel,SP 03, 25.00 
13-Mar-2020,Miền Trung,FPT,SP 07, 46.53 
06-May-2019,Miền Trung,Gà Excel,SP 02, 59.85 
17-Aug-2020,Miền Bắc,VNPT,SP 01, 157.50 
28-Dec-2020,Miền Nam,Viettel,SP 10, 82.50 
15-Jul-2020,Miền Trung,FPT,SP 08, 68.16 
03-May-2019,Miền Nam,Gà Excel,SP 06, 59.10 
06-Dec-2020,Miền Nam,VNPT,SP 01, 548.46 
29-Dec-2019,Miền Nam,Viettel,SP 09, 49.50 
23-Nov-2020,Miền Nam,FPT,SP 08, 44.98 
07-Dec-2020,Miền Trung,Gà Excel,SP 04, 66.98 
16-Dec-2020,Miền Trung,VNPT,SP 03, 49.50 
27-Dec-2019,Miền Nam,Viettel,SP 03, 49.00 
12-Dec-2019,Miền Trung,FPT,SP 02, 79.80 
10-Dec-2019,Miền Nam,Gà Excel,SP 04, 102.00 
23-Jul-2019,Miền Trung,VNPT,SP 03, 75.00 
05-Nov-2020,Miền Trung,Viettel,SP 02, 38.90 
24-Jan-2020,Miền Trung,FPT,SP 04, 34.00 
17-Feb-2019,Miền Nam,Gà Excel,SP 02, 351.92 
03-Dec-2020,Miền Nam,VNPT,SP 03, 25.00 
28-Dec-2020,Miền Trung,Viettel,SP 02, 59.85 
04-Dec-2020,Miền Nam,FPT,SP 04, 714.00 
25-Sep-2019,Miền Bắc,Gà Excel,SP 03, 73.88 
08-Dec-2019,Miền Trung,VNPT,SP 03, 50.00 
02-Dec-2019,Miền Bắc,Viettel,SP 08, 22.95 
15-Nov-2019,Miền Nam,FPT,SP 02, 39.30 
09-Jun-2019,Miền Bắc,Gà Excel,SP 01, 233.85 
19-Dec-2019,Miền Bắc,VNPT,SP 05, 45.90 
04-Dec-2020,Miền Nam,Viettel,SP 05, 45.90 
27-Dec-2020,Miền Nam,FPT,SP 06, 116.40 
27-Jan-2020,Miền Nam,Gà Excel,SP 03, 49.50 
30-Aug-2019,Miền Bắc,VNPT,SP 08, 91.80 
15-Aug-2019,Miền Nam,Viettel,SP 06, 59.40 
25-Nov-2020,Miền Nam,FPT,SP 05, 44.98 
24-Feb-2019,Miền Nam,Gà Excel,SP 09, 25.00 
14-Nov-2020,Miền Nam,VNPT,SP 03, 50.00 
25-Dec-2019,Miền Bắc,Viettel,SP 09, 50.00 
05-Jan-2019,Miền Trung,FPT,SP 05, 67.82 
17-Dec-2020,Miền Trung,Gà Excel,SP 04, 102.00 
08-Nov-2019,Miền Nam,VNPT,SP 04, 33.32 
11-Nov-2020,Miền Nam,Viettel,SP 03, 25.00 
06-Oct-2020,Miền Nam,FPT,SP 05, 45.90 
04-Dec-2019,Miền Trung,Gà Excel,SP 07, 70.50 
01-May-2019,Miền Bắc,VNPT,SP 04, 67.32 
24-Nov-2020,Miền Trung,Viettel,SP 06, 88.20 
09-Jun-2020,Miền Nam,FPT,SP 08, 133.57 
28-Nov-2019,Miền Bắc,Gà Excel,SP 09, 50.00 
23-Nov-2019,Miền Trung,VNPT,SP 06, 570.00 
30-Dec-2020,Miền Bắc,Viettel,SP 09, 75.00 
29-Dec-2020,Miền Nam,FPT,SP 05, 91.80 
24-Nov-2020,Miền Nam,Gà Excel,SP 02, 59.85 
22-Nov-2020,Miền Nam,VNPT,SP 04, 68.00 
20-Dec-2020,Miền Trung,Viettel,SP 04, 102.00 
19-Nov-2019,Miền Nam,FPT,SP 02, 59.85 
15-Nov-2020,Miền Bắc,Gà Excel,SP 04, 102.00 
09-Dec-2019,Miền Trung,VNPT,SP 07, 22.91 
25-Nov-2019,Miền Bắc,Viettel,SP 04, 102.00 
19-Dec-2019,Miền Bắc,FPT,SP 09, 49.50 
10-Jan-2020,Miền Nam,Gà Excel,SP 02, 19.95 
02-Feb-2019,Miền Nam,VNPT,SP 04, 34.00 
31-Dec-2020,Miền Bắc,Viettel,SP 02, 39.90 
27-Nov-2020,Miền Nam,FPT,SP 01, 239.85 
14-Nov-2020,Miền Nam,Gà Excel,SP 05, 68.85 
25-Dec-2019,Miền Trung,VNPT,SP 08, 68.85 
04-Nov-2019,Miền Nam,Viettel,SP 09, 49.50 
27-Mar-2020,Miền Nam,FPT,SP 08, 44.52 
24-Apr-2020,Miền Trung,Gà Excel,SP 03, 50.00 
25-Jul-2020,Miền Nam,VNPT,SP 08, 22.72 
14-Jan-2020,Miền Trung,Viettel,SP 06, 59.10 
12-Nov-2020,Miền Nam,FPT,SP 05, 68.85 
29-Dec-2019,Miền Nam,Gà Excel,SP 10, 186.73 
25-Feb-2020,Miền Nam,VNPT,SP 04, 66.64 
17-Dec-2019,Miền Nam,Viettel,SP 04, 34.00 
10-Dec-2019,Miền Bắc,FPT,SP 04, 33.66 
10-Dec-2019,Miền Nam,Gà Excel,SP 09, 49.25 
05-Nov-2020,Miền Nam,VNPT,SP 07, 47.00 
08-Mar-2020,Miền Bắc,Viettel,SP 08, 44.98 
05-Feb-2019,Miền Bắc,FPT,SP 02, 58.05 
21-May-2019,Miền Trung,Gà Excel,SP 05, 22.95 
17-Feb-2019,Miền Nam,VNPT,SP 05, 45.44 
09-Dec-2020,Miền Trung,Viettel,SP 06, 90.00 
07-Nov-2019,Miền Bắc,FPT,SP 07, 70.50 
03-Dec-2020,Miền Trung,Gà Excel,SP 05, 22.26 
20-Jan-2020,Miền Trung,VNPT,SP 10, 613.53 
24-Dec-2020,Miền Nam,Viettel,SP 07, 47.00 
30-Jul-2019,Miền Nam,FPT,SP 04, 67.32 
04-Nov-2019,Miền Trung,Gà Excel,SP 08, 45.90 
05-Dec-2020,Miền Trung,VNPT,SP 08, 44.98 
27-Apr-2019,Miền Trung,Viettel,SP 05, 22.95 
13-Nov-2020,Miền Bắc,FPT,SP 08, 45.44 
30-Dec-2019,Miền Nam,Gà Excel,SP 08, 22.26 
01-Nov-2020,Miền Bắc,VNPT,SP 04, 166.60 
25-Dec-2020,Miền Bắc,Viettel,SP 05, 67.47 
25-Aug-2020,Miền Bắc,FPT,SP 08, 67.47 
28-Dec-2019,Miền Trung,Gà Excel,SP 04, 68.00 
05-Jan-2020,Miền Nam,VNPT,SP 05, 22.72 
14-Dec-2020,Miền Nam,Viettel,SP 04, 98.94 
21-Mar-2019,Miền Nam,FPT,SP 09, 25.00 
30-Nov-2020,Miền Nam,Gà Excel,SP 05, 344.25 
01-Aug-2019,Miền Trung,VNPT,SP 07, 23.50 
19-Nov-2020,Miền Bắc,Viettel,SP 02, 19.55 
11-Sep-2020,Miền Nam,FPT,SP 04, 68.00 
24-May-2020,Miền Nam,Gà Excel,SP 08, 68.85 
08-Nov-2020,Miền Trung,VNPT,SP 03, 24.63 
19-Dec-2019,Miền Nam,Viettel,SP 04, 68.00 
30-Apr-2019,Miền Nam,FPT,SP 07, 23.50 
25-Nov-2020,Miền Nam,Gà Excel,SP 04, 99.45 
11-Sep-2020,Miền Trung,VNPT,SP 05, 22.95 
09-Nov-2019,Miền Bắc,Viettel,SP 05, 22.95 
25-Mar-2020,Miền Bắc,FPT,SP 03, 49.00 
03-Dec-2019,Miền Bắc,Gà Excel,SP 05, 45.90 
01-Dec-2019,Miền Trung,VNPT,SP 04, 102.00 
29-Jul-2019,Miền Bắc,Viettel,SP 05, 183.60 
21-May-2020,Miền Bắc,FPT,SP 04, 199.92 
01-Nov-2020,Miền Bắc,Gà Excel,SP 01, 159.90 
04-Jan-2020,Miền Trung,VNPT,SP 05, 45.44 
26-Dec-2019,Miền Bắc,Viettel,SP 04, 100.98 
18-Dec-2020,Miền Bắc,FPT,SP 04, 32.98 
14-Nov-2019,Miền Trung,Gà Excel,SP 08, 45.90 
18-Oct-2019,Miền Nam,VNPT,SP 06, 88.65 
23-Jan-2019,Miền Bắc,Viettel,SP 09, 50.00 
27-Jul-2020,Miền Bắc,FPT,SP 05, 22.95 
05-Dec-2020,Miền Nam,Gà Excel,SP 03, 48.75 
22-Dec-2019,Miền Bắc,VNPT,SP 02, 38.70 
23-Dec-2020,Miền Nam,Viettel,SP 06, 90.00 
22-Dec-2019,Miền Nam,FPT,SP 05, 45.90 
02-Dec-2020,Miền Trung,Gà Excel,SP 08, 67.13 
11-Nov-2019,Miền Trung,VNPT,SP 09, 582.00 
30-Oct-2020,Miền Bắc,Viettel,SP 07, 47.00 
28-Dec-2019,Miền Bắc,FPT,SP 02, 19.55 
30-Dec-2020,Miền Bắc,Gà Excel,SP 04, 68.00 
13-Nov-2019,Miền Nam,VNPT,SP 04, 99.45 
05-Sep-2019,Miền Nam,Viettel,SP 08, 91.80 
08-Dec-2020,Miền Nam,FPT,SP 07, 23.50 
30-Nov-2020,Miền Bắc,Gà Excel,SP 10, 586.85 
17-Nov-2019,Miền Trung,VNPT,SP 02, 58.95 
08-Dec-2019,Miền Nam,Viettel,SP 04, 33.49 
12-Jan-2020,Miền Nam,FPT,SP 01, 159.90 
27-Dec-2020,Miền Nam,Gà Excel,SP 09, 49.00 
02-Nov-2019,Miền Nam,VNPT,SP 08, 44.52 
17-Dec-2020,Miền Nam,Viettel,SP 03, 50.00 
27-Nov-2019,Miền Bắc,FPT,SP 04, 68.00 
05-Nov-2019,Miền Trung,Gà Excel,SP 09, 73.13 
20-Nov-2020,Miền Trung,VNPT,SP 06, 30.00 
28-Nov-2020,Miền Trung,Viettel,SP 08, 22.72 
17-Dec-2019,Miền Nam,FPT,SP 08, 67.82 
21-Dec-2019,Miền Bắc,Gà Excel,SP 05, 68.85 
19-Dec-2019,Miền Nam,VNPT,SP 09, 73.13 
16-Sep-2020,Miền Nam,Viettel,SP 05, 45.21 
24-Mar-2020,Miền Nam,FPT,SP 10, 54.18 
22-Dec-2019,Miền Nam,Gà Excel,SP 09, 48.75 
01-Dec-2019,Miền Nam,VNPT,SP 08, 45.44 
19-Dec-2020,Miền Nam,Viettel,SP 02, 98.25 
30-Dec-2019,Miền Nam,FPT,SP 06, 59.10 
24-Nov-2019,Miền Nam,Gà Excel,SP 08, 67.13 
19-Nov-2020,Miền Bắc,VNPT,SP 06, 88.20 
07-Nov-2020,Miền Bắc,Viettel,SP 08, 22.61 
29-Sep-2019,Miền Nam,FPT,SP 06, 60.00 
25-Nov-2019,Miền Nam,Gà Excel,SP 05, 22.72 
22-Jun-2019,Miền Nam,VNPT,SP 09, 49.25 
26-Nov-2020,Miền Nam,Viettel,SP 09, 73.88 
14-Nov-2019,Miền Nam,FPT,SP 03, 325.00 
17-Dec-2020,Miền Nam,Gà Excel,SP 08, 44.98 
24-Jun-2020,Miền Bắc,VNPT,SP 02, 39.90 
26-Nov-2019,Miền Bắc,Viettel,SP 05, 22.26 
16-Nov-2020,Miền Nam,FPT,SP 09, 50.00 
03-Jul-2020,Miền Nam,Gà Excel,SP 08, 22.72 
26-Jul-2019,Miền Nam,VNPT,SP 07, 45.83 
25-Aug-2019,Miền Bắc,Viettel,SP 01, 79.95 
15-Dec-2020,Miền Bắc,FPT,SP 04, 66.98 
04-Dec-2019,Miền Trung,Gà Excel,SP 06, 29.10 
23-Nov-2019,Miền Bắc,VNPT,SP 02, 478.80 
17-Feb-2020,Miền Nam,Viettel,SP 06, 60.00 
20-Dec-2019,Miền Nam,FPT,SP 09, 50.00 
03-Dec-2020,Miền Nam,Gà Excel,SP 08, 44.98 
17-Sep-2019,Miền Bắc,VNPT,SP 08, 44.98 
13-Jul-2020,Miền Trung,Viettel,SP 06, 87.30 
01-Jul-2019,Miền Trung,FPT,SP 05, 22.95 
05-Aug-2019,Miền Trung,Gà Excel,SP 01, 78.75 
08-Dec-2019,Miền Trung,VNPT,SP 04, 102.00 
10-Apr-2020,Miền Trung,Viettel,SP 08, 45.44 
22-Jun-2019,Miền Trung,FPT,SP 05, 45.21 
16-Nov-2019,Miền Trung,Gà Excel,SP 04, 68.00 
02-Dec-2020,Miền Trung,VNPT,SP 02, 39.90 
03-Nov-2019,Miền Nam,Viettel,SP 09, 48.75 
18-Dec-2020,Miền Nam,FPT,SP 07, 47.00 
11-Nov-2020,Miền Trung,Gà Excel,SP 02, 59.85 
27-Dec-2020,Miền Trung,VNPT,SP 05, 45.90 
17-Nov-2019,Miền Nam,Viettel,SP 07, 92.12 
02-Dec-2019,Miền Nam,FPT,SP 06, 30.00 
10-Dec-2020,Miền Bắc,Gà Excel,SP 05, 44.52 
21-Dec-2020,Miền Nam,VNPT,SP 07, 69.80 
05-Dec-2019,Miền Trung,Viettel,SP 09, 49.25 
24-Jul-2020,Miền Trung,FPT,SP 05, 45.21 
08-Jun-2019,Miền Nam,Gà Excel,SP 04, 67.32 
04-Dec-2019,Miền Trung,VNPT,SP 08, 68.85 
20-Sep-2020,Miền Nam,Viettel,SP 04, 34.00 
17-Nov-2019,Miền Trung,FPT,SP 05, 44.98 
06-Nov-2019,Miền Nam,Gà Excel,SP 09, 98.50 
14-Dec-2019,Miền Nam,VNPT,SP 08, 44.75 
20-Jan-2019,Miền Nam,Viettel,SP 09, 75.00 
21-Dec-2020,Miền Bắc,FPT,SP 04, 68.00 
23-Jul-2019,Miền Trung,Gà Excel,SP 04, 102.00 
30-Dec-2020,Miền Bắc,VNPT,SP 02, 19.75 
04-Sep-2020,Miền Trung,Viettel,SP 07, 529.69 
08-May-2019,Miền Trung,FPT,SP 05, 44.98 
06-Dec-2020,Miền Bắc,Gà Excel,SP 09, 48.50 
23-Dec-2020,Miền Trung,VNPT,SP 02, 59.85 
16-Mar-2020,Miền Nam,Viettel,SP 08, 44.52 
23-Nov-2019,Miền Nam,FPT,SP 06, 588.00 
26-Dec-2019,Miền Trung,Gà Excel,SP 07, 69.80 
26-Nov-2020,Miền Trung,VNPT,SP 02, 39.30 
03-Nov-2020,Miền Nam,Viettel,SP 02, 38.70 
19-Feb-2020,Miền Nam,FPT,SP 04, 66.64 
30-Apr-2020,Miền Nam,Gà Excel,SP 05, 22.26 
27-Nov-2019,Miền Trung,VNPT,SP 09, 50.00 
11-Nov-2020,Miền Trung,Viettel,SP 03, 73.13 
20-Dec-2020,Miền Nam,FPT,SP 04, 132.60 
09-Dec-2019,Miền Nam,Gà Excel,SP 01, 239.85 
09-Dec-2020,Miền Nam,VNPT,SP 03, 24.38 
04-Dec-2019,Miền Trung,Viettel,SP 05, 22.95 
04-Dec-2019,Miền Trung,FPT,SP 03, 48.75 
21-Dec-2019,Miền Nam,Gà Excel,SP 01, 232.65 
26-Dec-2019,Miền Trung,VNPT,SP 08, 436.05 
20-Dec-2019,Miền Bắc,Viettel,SP 09, 24.63 
30-Dec-2020,Miền Nam,FPT,SP 05, 313.27 
18-Dec-2020,Miền Trung,Gà Excel,SP 02, 478.80 
11-Oct-2020,Miền Trung,VNPT,SP 04, 99.45 
13-Apr-2019,Miền Nam,Viettel,SP 10, 27.23 
30-Nov-2019,Miền Trung,FPT,SP 01, 879.45 
23-Dec-2020,Miền Nam,Gà Excel,SP 02, 39.90 
12-Nov-2019,Miền Nam,VNPT,SP 05, 22.26 
10-Dec-2020,Miền Bắc,Viettel,SP 04, 66.98 
11-Jan-2019,Miền Nam,FPT,SP 05, 22.95 
01-Dec-2019,Miền Nam,Gà Excel,SP 09, 25.00 
01-Dec-2019,Miền Bắc,VNPT,SP 01, 239.85 
14-Nov-2019,Miền Nam,Viettel,SP 10, 495.00 
06-Apr-2020,Miền Nam,FPT,SP 02, 19.95 
09-Nov-2019,Miền Trung,Gà Excel,SP 07, 70.50 
26-Dec-2019,Miền Bắc,VNPT,SP 05, 44.75 
09-Nov-2019,Miền Trung,Viettel,SP 02, 19.95 
19-Dec-2020,Miền Nam,FPT,SP 08, 45.21 
27-Dec-2020,Miền Bắc,Gà Excel,SP 04, 544.00 
11-Dec-2020,Miền Nam,VNPT,SP 05, 67.82 
19-Dec-2020,Miền Nam,Viettel,SP 05, 22.95 
08-Dec-2020,Miền Trung,FPT,SP 06, 58.20 
10-Dec-2020,Miền Nam,Gà Excel,SP 02, 19.95 
27-Nov-2020,Miền Nam,VNPT,SP 08, 160.65 
26-Nov-2020,Miền Trung,Viettel,SP 05, 45.90 
08-May-2020,Miền Nam,FPT,SP 05, 22.26 
11-Nov-2019,Miền Bắc,Gà Excel,SP 01, 159.90 
29-Dec-2020,Miền Bắc,VNPT,SP 03, 50.00 
26-Nov-2019,Miền Bắc,Viettel,SP 07, 47.00 
09-Nov-2019,Miền Nam,FPT,SP 06, 472.80 
30-Jan-2019,Miền Trung,Gà Excel,SP 04, 100.98 
07-Nov-2019,Miền Nam,VNPT,SP 08, 67.47 
03-May-2019,Miền Nam,Viettel,SP 08, 44.98 
27-Apr-2019,Miền Bắc,FPT,SP 07, 23.03 
12-Nov-2020,Miền Bắc,Gà Excel,SP 09, 100.00 
08-Jan-2019,Miền Bắc,VNPT,SP 04, 98.94 
22-Aug-2020,Miền Trung,Viettel,SP 02, 39.50 
01-Oct-2019,Miền Bắc,FPT,SP 04, 168.30 
31-Dec-2020,Miền Trung,Gà Excel,SP 10, 55.00 
03-Jul-2019,Miền Nam,VNPT,SP 06, 87.75 
20-Nov-2019,Miền Bắc,Viettel,SP 02, 38.70 
21-Sep-2019,Miền Nam,FPT,SP 07, 46.06 
02-Sep-2020,Miền Trung,Gà Excel,SP 09, 49.25 
04-Feb-2020,Miền Trung,VNPT,SP 10, 110.00 
24-Dec-2020,Miền Nam,Viettel,SP 05, 382.35 
22-Nov-2019,Miền Trung,FPT,SP 08, 44.75 
19-Dec-2020,Miền Nam,Gà Excel,SP 09, 25.00 
08-Dec-2019,Miền Nam,VNPT,SP 08, 68.85 
28-Dec-2020,Miền Trung,Viettel,SP 05, 550.80 
08-Mar-2020,Miền Nam,FPT,SP 05, 45.90 
27-Nov-2020,Miền Nam,Gà Excel,SP 05, 22.95 
30-Dec-2020,Miền Trung,VNPT,SP 04, 204.00 
23-Nov-2019,Miền Trung,Viettel,SP 05, 44.75 
09-Dec-2019,Miền Nam,FPT,SP 04, 578.00 
18-May-2020,Miền Trung,Gà Excel,SP 07, 22.80 
14-Dec-2020,Miền Nam,VNPT,SP 08, 22.72 
29-Jul-2020,Miền Trung,Viettel,SP 05, 44.98 
16-Dec-2020,Miền Trung,FPT,SP 09, 75.00 
28-Dec-2019,Miền Nam,Gà Excel,SP 02, 39.10 
04-May-2020,Miền Bắc,VNPT,SP 04, 102.00 
17-Mar-2019,Miền Trung,Viettel,SP 07, 22.80 
01-Dec-2019,Miền Bắc,FPT,SP 04, 102.00 
10-Nov-2020,Miền Nam,Gà Excel,SP 06, 87.75 
21-Nov-2020,Miền Nam,VNPT,SP 04, 170.00 
08-Nov-2019,Miền Bắc,Viettel,SP 02, 39.90 
11-Nov-2019,Miền Nam,FPT,SP 02, 19.95 
03-Nov-2020,Miền Bắc,Gà Excel,SP 05, 114.75 
13-Dec-2019,Miền Nam,VNPT,SP 05, 66.78 
24-Nov-2019,Miền Nam,Viettel,SP 07, 70.50 
11-Oct-2019,Miền Nam,FPT,SP 05, 22.95 
22-Jan-2019,Miền Trung,Gà Excel,SP 02, 432.32 
21-Dec-2020,Miền Nam,VNPT,SP 04, 299.88 
12-Nov-2019,Miền Nam,Viettel,SP 09, 50.00 
01-Dec-2020,Miền Nam,FPT,SP 04, 33.15 
06-Nov-2020,Miền Nam,Gà Excel,SP 04, 67.32 
08-Nov-2019,Miền Nam,VNPT,SP 10, 54.18 
31-Dec-2020,Miền Trung,Viettel,SP 07, 23.50 
09-Dec-2020,Miền Trung,FPT,SP 01, 159.90 
08-Apr-2019,Miền Nam,Gà Excel,SP 03, 73.50 
20-Dec-2020,Miền Bắc,VNPT,SP 02, 39.10 
20-Dec-2019,Miền Bắc,Viettel,SP 04, 68.00 
12-Nov-2020,Miền Nam,FPT,SP 08, 22.26 
07-Sep-2020,Miền Nam,Gà Excel,SP 07, 47.00 
18-Dec-2020,Miền Nam,VNPT,SP 02, 19.95 
27-Dec-2019,Miền Nam,Viettel,SP 08, 67.82 
14-Dec-2019,Miền Nam,FPT,SP 09, 75.00 
15-Feb-2019,Miền Trung,Gà Excel,SP 10, 53.90 
05-Apr-2020,Miền Nam,VNPT,SP 02, 19.95 
05-Aug-2020,Miền Bắc,Viettel,SP 09, 25.00 
27-Apr-2019,Miền Trung,FPT,SP 04, 629.85 
10-Nov-2020,Miền Trung,Gà Excel,SP 07, 94.00 
19-May-2020,Miền Nam,VNPT,SP 08, 22.95 
06-Dec-2019,Miền Bắc,Viettel,SP 09, 73.88 
09-Dec-2020,Miền Bắc,FPT,SP 08, 425.15 
02-May-2020,Miền Nam,Gà Excel,SP 04, 34.00 
20-Nov-2019,Miền Nam,VNPT,SP 04, 68.00 
30-Jan-2020,Miền Nam,Viettel,SP 03, 24.63 
09-Dec-2020,Miền Trung,FPT,SP 09, 50.00 
02-Nov-2019,Miền Trung,Gà Excel,SP 08, 68.85 
23-Nov-2020,Miền Nam,VNPT,SP 03, 48.75 
15-Nov-2019,Miền Nam,Viettel,SP 04, 34.00 
08-Oct-2019,Miền Nam,FPT,SP 08, 229.50 
26-Jan-2020,Miền Trung,Gà Excel,SP 05, 22.26 
17-Jan-2019,Miền Nam,VNPT,SP 03, 49.00 
18-Dec-2019,Miền Trung,Viettel,SP 01, 235.05 
03-Dec-2019,Miền Trung,FPT,SP 04, 100.47 
30-Dec-2019,Miền Nam,Gà Excel,SP 04, 100.98 
05-Nov-2019,Miền Trung,VNPT,SP 07, 92.12 
12-Dec-2019,Miền Trung,Viettel,SP 09, 50.00 
29-Oct-2019,Miền Nam,FPT,SP 03, 539.00 
21-Dec-2019,Miền Nam,Gà Excel,SP 08, 67.82 
27-Dec-2020,Miền Trung,VNPT,SP 09, 75.00 
24-Dec-2020,Miền Trung,Viettel,SP 03, 49.00 
02-Dec-2020,Miền Trung,FPT,SP 06, 90.00 
30-Nov-2020,Miền Nam,Gà Excel,SP 10, 321.75 
20-Oct-2020,Miền Trung,VNPT,SP 01, 159.90 
19-Jan-2020,Miền Nam,Viettel,SP 06, 58.20 
20-Dec-2020,Miền Nam,FPT,SP 09, 75.00 
26-Oct-2020,Miền Nam,Gà Excel,SP 02, 19.95 
19-May-2019,Miền Bắc,VNPT,SP 09, 49.00 
